country,Date,Adj Close,cases
BG,2020-05-09,3,82
BG,2020-05-12,5,25
BG,2020-05-13,5,33
BG,2020-05-26,2,0
BG,2020-05-27,1,27
BG,2020-06-13,5,105
BG,2020-06-14,3,75
BG,2020-07-01,2,158
BG,2020-07-02,4,165
BG,2020-07-15,2,234
BG,2020-07-16,7,232
BG,2020-08-02,4,146
BG,2020-08-03,1,119
BG,2020-08-20,1,151
BG,2020-08-21,2,142
BG,2020-09-03,2,188
BG,2020-09-04,4,163
BG,2020-09-07,1,96
BG,2020-09-21,2,44
BG,2020-09-22,1,151
BG,2020-10-09,4,516
BG,2020-10-10,3,612
BG,2020-10-24,4,1589
BG,2020-10-27,4,2243
BG,2020-11-10,3,3816
BG,2020-11-11,5,4390
BG,2020-11-28,1,3327
BG,2020-11-29,2,1792
BG,2020-03-17,3,11
BG,2020-03-19,5,11
BG,2020-03-26,2,22
BG,2020-03-28,3,29
BG,2020-04-20,1,37
BG,2020-04-22,3,46
BG,2020-04-27,5,53
BG,2020-04-29,1,36
BG,2020-05-22,1,41
BG,2020-05-24,1,0
BG,2020-05-31,5,14
BG,2020-06-02,4,0
BG,2020-06-25,3,128
BG,2020-06-27,0,105
BG,2020-07-04,6,182
BG,2020-07-06,1,63
BG,2020-07-29,6,250
BG,2020-07-31,2,265
BG,2020-08-05,2,204
BG,2020-08-07,5,303
BG,2020-08-30,1,99
BG,2020-09-01,0,76
BG,2020-09-08,3,96
BG,2020-09-10,5,122
BG,2020-10-03,4,240
BG,2020-10-05,2,69
BG,2020-10-12,4,531
BG,2020-10-14,3,785
BG,2020-11-06,4,3754
BG,2020-11-08,1,2301
BG,2020-11-13,0,3414
BG,2020-11-15,2,2498
BG,2020-11-17,3,3519
BG,2020-12-10,3,3328
BG,2020-03-12,2,3
BG,2020-03-14,5,8
BG,2020-03-29,3,38
BG,2020-03-31,7,13
BG,2020-04-15,3,28
BG,2020-04-17,3,53
BG,2020-05-02,2,82
BG,2020-05-04,5,24
BG,2020-05-19,1,24
BG,2020-05-21,6,39
BG,2020-06-05,9,0
BG,2020-06-07,3,43
BG,2020-06-20,2,81
BG,2020-06-22,1,33
BG,2020-07-07,2,174
BG,2020-07-09,3,240
BG,2020-07-24,1,269
BG,2020-07-26,0,189
BG,2020-08-10,5,53
BG,2020-08-12,6,210
BG,2020-08-27,1,162
BG,2020-08-29,2,157
BG,2020-09-13,1,92
BG,2020-09-15,2,143
BG,2020-09-30,4,276
BG,2020-10-02,5,263
BG,2020-10-15,4,819
BG,2020-10-17,3,998
BG,2020-11-01,0,1803
BG,2020-11-03,1,2427
BG,2020-11-18,0,4828
BG,2020-11-20,5,3899
BG,2020-12-05,4,3614
BG,2020-12-07,5,577
BG,2020-03-21,4,22
BG,2020-03-22,2,36
BG,2020-04-08,1,28
BG,2020-04-09,0,16
BG,2020-04-23,5,49
BG,2020-04-26,6,59
BG,2020-05-10,1,44
BG,2020-05-11,3,10
BG,2020-05-28,4,0
BG,2020-05-29,6,25
BG,2020-06-12,4,93
BG,2020-06-15,3,24
BG,2020-06-29,2,66
BG,2020-06-30,5,140
BG,2020-07-17,1,267
BG,2020-07-18,2,298
BG,2020-08-01,4,270
BG,2020-08-04,4,0
BG,2020-08-18,1,135
BG,2020-08-19,6,169
BG,2020-09-05,2,158
BG,2020-09-06,1,179
BG,2020-09-20,2,86
BG,2020-09-23,2,109
BG,2020-10-07,1,436
BG,2020-10-08,4,437
BG,2020-10-25,6,1043
BG,2020-10-26,4,327
BG,2020-11-09,6,675
BG,2020-11-12,4,3945
BG,2020-11-26,2,3712
BG,2020-11-27,5,3568
BG,2020-03-09,5,2
BG,2020-03-16,6,10
BG,2020-03-27,7,22
BG,2020-04-03,4,35
BG,2020-04-10,6,31
BG,2020-04-21,2,14
BG,2020-04-28,4,63
BG,2020-05-05,5,34
BG,2020-05-16,7,38
BG,2020-05-23,3,36
BG,2020-05-30,3,14
BG,2020-06-03,3,25
BG,2020-06-10,5,79
BG,2020-06-17,4,112
BG,2020-06-24,5,130
BG,2020-06-28,4,112
BG,2020-07-05,2,180
BG,2020-07-12,1,211
BG,2020-07-19,3,196
BG,2020-07-23,3,330
BG,2020-07-30,4,284
BG,2020-08-06,4,255
BG,2020-08-17,5,32
BG,2020-08-24,2,60
BG,2020-08-31,4,26
BG,2020-09-11,4,163
BG,2020-09-18,6,154
BG,2020-09-25,3,290
BG,2020-10-06,3,283
BG,2020-10-13,5,587
BG,2020-10-20,3,1024
BG,2020-10-31,5,2891
BG,2020-11-07,1,3839
BG,2020-11-14,7,4212
BG,2020-11-25,2,4382
BG,2020-12-02,4,3475
BG,2020-12-09,1,3980
BG,2020-03-08,2,2
BG,2020-04-02,10,23
BG,2020-04-04,2,28
BG,2020-04-11,3,11
BG,2020-04-13,5,14
BG,2020-05-06,3,37
BG,2020-05-08,4,51
BG,2020-05-15,1,31
BG,2020-05-17,3,73
BG,2020-06-09,1,83
BG,2020-06-11,4,104
BG,2020-06-16,4,51
BG,2020-06-18,6,89
BG,2020-07-11,2,292
BG,2020-07-13,5,77
BG,2020-07-20,3,95
BG,2020-07-22,7,325
BG,2020-08-14,1,176
BG,2020-08-16,2,90
BG,2020-08-23,1,96
BG,2020-08-25,4,99
BG,2020-09-17,2,174
BG,2020-09-19,4,189
BG,2020-09-24,1,160
BG,2020-09-26,5,255
BG,2020-09-28,7,58
BG,2020-10-19,3,395
BG,2020-10-21,2,1336
BG,2020-10-23,7,1595
BG,2020-10-28,4,2569
BG,2020-10-30,3,2689
BG,2020-11-22,4,2279
BG,2020-11-24,2,3146
BG,2020-12-01,3,2814
BG,2020-12-03,3,3138
BG,2020-03-18,3,19
BG,2020-03-25,3,19
BG,2020-04-05,1,18
BG,2020-04-12,1,26
BG,2020-04-19,2,32
BG,2020-04-30,5,48
BG,2020-05-07,2,89
BG,2020-05-14,2,46
BG,2020-05-25,1,25
BG,2020-06-01,2,0
BG,2020-06-08,4,16
BG,2020-06-19,4,132
BG,2020-06-26,6,166
BG,2020-07-03,3,161
BG,2020-07-14,2,159
BG,2020-07-21,5,196
BG,2020-07-28,8,194
BG,2020-08-08,2,297
BG,2020-08-15,4,174
BG,2020-08-22,3,169
BG,2020-09-02,2,0
BG,2020-09-09,4,167
BG,2020-09-16,7,155
BG,2020-09-27,3,169
BG,2020-10-04,1,182
BG,2020-10-11,3,0
BG,2020-10-22,2,1472
BG,2020-10-29,1,2760
BG,2020-11-05,5,4054
BG,2020-11-16,2,816
BG,2020-11-23,3,1123
BG,2020-11-30,2,739
BG,2020-12-11,4,3075
DK,2020-01-02,8,0
DK,2020-01-04,6,0
DK,2020-01-27,14,0
DK,2020-01-29,11,0
DK,2020-02-03,7,0
DK,2020-02-05,10,0
DK,2020-02-07,14,0
DK,2020-02-28,10,0
DK,2020-03-01,7,1
DK,2020-03-03,8,1
DK,2020-03-08,6,8
DK,2020-03-10,8,75
DK,2020-04-02,12,247
DK,2020-04-04,10,371
DK,2020-04-11,10,184
DK,2020-04-13,4,178
DK,2020-05-06,8,151
DK,2020-05-08,4,100
DK,2020-05-15,17,46
DK,2020-05-17,4,67
DK,2020-06-09,13,14
DK,2020-06-11,11,15
DK,2020-06-16,15,24
DK,2020-06-18,18,44
DK,2020-07-11,9,30
DK,2020-07-13,14,0
DK,2020-07-20,12,0
DK,2020-07-22,13,40
DK,2020-08-14,10,144
DK,2020-08-16,7,104
DK,2020-08-23,6,0
DK,2020-08-25,7,270
DK,2020-09-17,13,442
DK,2020-09-19,10,454
DK,2020-09-24,15,558
DK,2020-09-26,10,678
DK,2020-09-28,10,424
DK,2020-10-19,7,451
DK,2020-10-21,8,529
DK,2020-10-23,13,760
DK,2020-10-28,11,745
DK,2020-10-30,13,860
DK,2020-11-22,12,1273
DK,2020-11-24,5,1169
DK,2020-12-01,13,1129
DK,2020-12-03,6,1586
DK,2020-01-09,6,0
DK,2020-01-11,8,0
DK,2020-01-18,5,0
DK,2020-01-20,8,0
DK,2020-02-12,12,0
DK,2020-02-14,12,0
DK,2020-02-21,17,0
DK,2020-02-23,10,0
DK,2020-03-17,8,57
DK,2020-03-19,11,91
DK,2020-03-26,12,133
DK,2020-03-28,10,169
DK,2020-04-20,11,142
DK,2020-04-22,12,180
DK,2020-04-27,5,130
DK,2020-04-29,8,153
DK,2020-05-22,13,65
DK,2020-05-24,8,59
DK,2020-05-31,3,40
DK,2020-06-02,14,30
DK,2020-06-25,11,54
DK,2020-06-27,13,39
DK,2020-07-04,8,17
DK,2020-07-06,17,0
DK,2020-07-29,8,30
DK,2020-07-31,9,91
DK,2020-08-05,8,77
DK,2020-08-07,11,121
DK,2020-08-30,6,0
DK,2020-09-01,14,285
DK,2020-09-08,15,566
DK,2020-09-10,11,251
DK,2020-10-03,12,536
DK,2020-10-05,7,378
DK,2020-10-12,13,340
DK,2020-10-14,11,290
DK,2020-11-06,9,1223
DK,2020-11-08,6,1050
DK,2020-11-13,12,1011
DK,2020-11-15,10,1078
DK,2020-11-17,9,1195
DK,2020-12-10,8,2558
DK,2020-01-03,6,0
DK,2020-01-10,13,0
DK,2020-01-21,11,0
DK,2020-01-28,7,0
DK,2020-02-04,6,0
DK,2020-02-15,11,0
DK,2020-02-22,9,0
DK,2020-02-29,8,1
DK,2020-03-11,9,151
DK,2020-03-18,13,92
DK,2020-03-25,11,131
DK,2020-04-05,9,320
DK,2020-04-12,5,177
DK,2020-04-19,4,169
DK,2020-04-30,13,157
DK,2020-05-07,11,162
DK,2020-05-14,7,76
DK,2020-05-25,11,71
DK,2020-06-01,10,36
DK,2020-06-08,9,24
DK,2020-06-19,11,50
DK,2020-06-26,20,21
DK,2020-07-03,17,21
DK,2020-07-14,16,91
DK,2020-07-21,12,89
DK,2020-07-28,8,109
DK,2020-08-08,8,136
DK,2020-08-15,6,165
DK,2020-08-22,12,71
DK,2020-09-02,11,99
DK,2020-09-09,12,243
DK,2020-09-16,12,329
DK,2020-09-27,3,619
DK,2020-10-04,7,370
DK,2020-10-11,9,444
DK,2020-10-22,11,630
DK,2020-10-29,15,1017
DK,2020-11-05,12,936
DK,2020-11-16,6,1058
DK,2020-11-23,9,850
DK,2020-11-30,6,998
DK,2020-12-11,7,3132
DK,2020-01-06,10,0
DK,2020-01-08,17,0
DK,2020-01-23,13,0
DK,2020-01-25,13,0
DK,2020-02-09,3,0
DK,2020-02-11,9,0
DK,2020-02-24,14,0
DK,2020-02-26,9,0
DK,2020-03-12,9,252
DK,2020-03-14,7,128
DK,2020-03-29,6,155
DK,2020-03-31,8,182
DK,2020-04-15,12,193
DK,2020-04-17,12,198
DK,2020-05-02,13,153
DK,2020-05-04,8,116
DK,2020-05-19,15,41
DK,2020-05-21,9,73
DK,2020-06-05,11,40
DK,2020-06-07,6,49
DK,2020-06-20,2,47
DK,2020-06-22,9,0
DK,2020-07-07,13,46
DK,2020-07-09,13,12
DK,2020-07-24,8,40
DK,2020-07-26,4,0
DK,2020-08-10,10,0
DK,2020-08-12,11,144
DK,2020-08-27,13,57
DK,2020-08-29,7,73
DK,2020-09-13,7,0
DK,2020-09-15,11,584
DK,2020-09-30,12,392
DK,2020-10-02,10,398
DK,2020-10-15,13,492
DK,2020-10-17,5,418
DK,2020-11-01,8,1126
DK,2020-11-03,13,942
DK,2020-11-18,10,1220
DK,2020-11-20,15,1297
DK,2020-12-05,9,1603
DK,2020-12-07,7,1745
DK,2020-01-01,3,0
DK,2020-01-12,8,0
DK,2020-01-19,5,0
DK,2020-01-26,7,0
DK,2020-02-06,13,0
DK,2020-02-13,12,0
DK,2020-02-20,10,0
DK,2020-03-02,9,1
DK,2020-03-09,12,7
DK,2020-03-16,5,48
DK,2020-03-27,12,153
DK,2020-04-03,13,279
DK,2020-04-10,8,233
DK,2020-04-21,10,131
DK,2020-04-28,16,123
DK,2020-05-05,9,147
DK,2020-05-16,13,78
DK,2020-05-23,4,48
DK,2020-05-30,11,81
DK,2020-06-03,13,35
DK,2020-06-10,12,39
DK,2020-06-17,4,33
DK,2020-06-24,13,34
DK,2020-06-28,6,0
DK,2020-07-05,3,0
DK,2020-07-12,6,0
DK,2020-07-19,4,0
DK,2020-07-23,12,48
DK,2020-07-30,10,57
DK,2020-08-06,13,112
DK,2020-08-17,13,134
DK,2020-08-24,10,0
DK,2020-08-31,9,0
DK,2020-09-11,12,317
DK,2020-09-18,12,822
DK,2020-09-25,9,559
DK,2020-10-06,7,377
DK,2020-10-13,10,389
DK,2020-10-20,8,452
DK,2020-10-31,8,1191
DK,2020-11-07,8,1427
DK,2020-11-14,8,1037
DK,2020-11-25,16,1367
DK,2020-12-02,12,1468
DK,2020-12-09,15,2150
DK,2020-01-05,2,0
DK,2020-01-07,10,0
DK,2020-01-22,7,0
DK,2020-01-24,12,0
DK,2020-02-08,5,0
DK,2020-02-10,7,0
DK,2020-02-25,13,0
DK,2020-02-27,16,1
DK,2020-03-13,15,160
DK,2020-03-15,8,23
DK,2020-03-30,8,194
DK,2020-04-01,12,283
DK,2020-04-14,13,144
DK,2020-04-16,10,170
DK,2020-04-18,2,194
DK,2020-05-01,10,150
DK,2020-05-03,4,96
DK,2020-05-18,5,69
DK,2020-05-20,6,76
DK,2020-06-04,13,37
DK,2020-06-06,8,64
DK,2020-06-21,10,0
DK,2020-06-23,18,136
DK,2020-07-08,10,10
DK,2020-07-10,10,16
DK,2020-07-25,10,48
DK,2020-07-27,9,0
DK,2020-08-09,4,0
DK,2020-08-11,9,373
DK,2020-08-13,12,111
DK,2020-08-26,13,83
DK,2020-08-28,13,90
DK,2020-09-12,8,292
DK,2020-09-14,11,0
DK,2020-09-29,9,435
DK,2020-10-01,10,534
DK,2020-10-16,10,430
DK,2020-10-18,7,500
DK,2020-11-02,6,948
DK,2020-11-04,5,1353
DK,2020-11-19,12,1257
DK,2020-11-21,7,1257
DK,2020-12-04,13,1605
DK,2020-12-06,8,2115
DK,2020-12-08,9,2046
DK,2019-12-31,6,0
DK,2020-01-13,6,0
DK,2020-01-14,10,0
DK,2020-01-17,15,0
DK,2020-01-31,11,0
DK,2020-02-01,6,0
DK,2020-02-18,8,0
DK,2020-02-19,9,0
DK,2020-03-04,7,3
DK,2020-03-07,7,3
DK,2020-03-21,4,104
DK,2020-03-22,7,71
DK,2020-04-08,14,390
DK,2020-04-09,12,331
DK,2020-04-23,10,217
DK,2020-04-26,9,235
DK,2020-05-10,6,101
DK,2020-05-11,10,110
DK,2020-05-28,5,52
DK,2020-05-29,11,32
DK,2020-06-12,10,19
DK,2020-06-15,11,54
DK,2020-06-29,11,0
DK,2020-06-30,8,76
DK,2020-07-17,16,32
DK,2020-07-18,14,49
DK,2020-08-01,4,64
DK,2020-08-04,7,207
DK,2020-08-18,14,123
DK,2020-08-19,12,115
DK,2020-09-05,10,173
DK,2020-09-06,6,0
DK,2020-09-20,5,0
DK,2020-09-23,14,476
DK,2020-10-07,6,322
DK,2020-10-08,9,331
DK,2020-10-25,3,789
DK,2020-10-26,3,945
DK,2020-11-09,9,891
DK,2020-11-12,11,994
DK,2020-11-26,11,1183
DK,2020-11-27,11,1191
DK,2020-01-15,9,0
DK,2020-01-16,11,0
DK,2020-01-30,9,0
DK,2020-02-02,8,0
DK,2020-02-16,5,0
DK,2020-02-17,8,0
DK,2020-03-05,8,2
DK,2020-03-06,16,10
DK,2020-03-20,15,36
DK,2020-03-23,15,69
DK,2020-03-24,8,65
DK,2020-04-06,11,292
DK,2020-04-07,9,312
DK,2020-04-24,13,161
DK,2020-04-25,17,137
DK,2020-05-09,9,135
DK,2020-05-12,16,84
DK,2020-05-13,7,78
DK,2020-05-26,7,27
DK,2020-05-27,10,41
DK,2020-06-13,9,64
DK,2020-06-14,9,40
DK,2020-07-01,13,17
DK,2020-07-02,12,26
DK,2020-07-15,9,24
DK,2020-07-16,11,31
DK,2020-08-02,4,0
DK,2020-08-03,10,0
DK,2020-08-20,8,85
DK,2020-08-21,13,116
DK,2020-09-03,9,111
DK,2020-09-04,12,179
DK,2020-09-07,6,0
DK,2020-09-21,5,0
DK,2020-09-22,12,1476
DK,2020-10-09,12,446
DK,2020-10-10,11,482
DK,2020-10-24,10,859
DK,2020-10-27,9,1056
DK,2020-11-10,8,771
DK,2020-11-11,6,1066
DK,2020-11-28,9,1323
DK,2020-11-29,8,1636
DE,2020-01-05,26,0
DE,2020-01-07,12,0
DE,2020-01-22,32,0
DE,2020-01-24,27,0
DE,2020-02-08,26,1
DE,2020-02-10,15,0
DE,2020-02-25,27,0
DE,2020-02-27,39,4
DE,2020-03-13,28,802
DE,2020-03-15,24,733
DE,2020-03-30,18,4751
DE,2020-04-01,20,5453
DE,2020-04-14,22,2082
